tweet,category
mudsharks gonna mud for dat nigger muhdik,Racism
mudshark sunglasses to go with your mudshark milk shake,Racism
color me shocked just another degenerate heeb for ya,Racism
when you have shitskin 3 rd worlders who do not believe in free speech running our free speech platforms what do you expect,Other
what the most popular wax figure in the world largest moslem country ban islam,Religious
taking chink posting seriously hahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,Racism
that happened when you allow a rat yid in your country,Racism
ye olde niggra tax makes us pay more for home car insurance police ambulance medical schools school resource officers school po po <happy> security entertainment we have to commute farther to work the niggra tax is endless in a perfect world muslims would blow up blacks <happy>,Racism
ha good i am tired of that beaner clown,Racism
in bk watching a nigger try to get free food i had come here yesterday and akst fa a chicken sahwits and it wunt fresh wuhih dooda get a good one talk to a managa sum black manager behind the counter i getchyu one mah du hole up,Racism
bitches love saying he will never leave me alone you are not special bitch a nigga will never close a door that leads to pussy,sexualContent
lmao more than half the bitches i see sharing their opinions on cheating are thooters themselves,sexualContent
slap the bitch in the fave with them hoes,sexualContent
obozo troll hiding under that tree the moslem is the prize kill,Religious
i will bet if some nigger went ape shit on crack you d be the first to demand we show it some compassion right dingbat,Racism
nope not even remotely interested in kike religion,Racism
paul ryan is a nigger loving degenerate and he going to eat the curve and he going to take a leather shampoo courtesy of paul nehlen boot heel,Racism
we need to go back and beat them and i mean hard so hard that the muzzies are to scared to ever step up in the world again crush their spirits now and brutally at that,Religious
gb turned into an faggoty and muzzie orwellian shithole on lizzie watch f all these so called nobles they should be dangling from lampposts,Religious
chad makes all kinds of stupid kike threats,Racism
smallest amount in the kike bowl,Racism
those rights were not even made for you they were made by white people for white people whoever thought it was a good idea to give you kaepernicks fucking rights fucked up did not they no respect just straight fucking bullshit nigger shit,Racism
i know this one i was browsing twitter and saw this very kike had been caught lying that she was a christian she gave no response after being confronted on it a literal fellow white person,Racism
egyptians worshipped crocodile gods christians worship nigger gods,Racism
one thing you can count on are the beaner men giving us a pinata full of lurid sex scandals thanks mexico,Racism
<user> shud b all moslem countrys,Religious
if the refugees say they are children arrest the libtard swede women for statutory rape either a moslem goes down or a libtard swede does someone has to go i wish both,Religious
i am sure adding a shitskin to the mix was a great move for optics,Other
daniel boone was a man he was a big man but i was bigger so he ran like a nigger up a tree,Racism
man ain t shit scary about the hood i lived in it all my life but you all do not know scary till you dealing with them white folk they be on some sick different shit lmao,Racism
